Date,Price_INR,Change%_INR,Date_CNY,Price_CNY,Change%_CNY,Date_AUD,Price_AUD,Change%_AUD,Date_EUR,Price_EUR,Change%_EUR
8/15/14,60.78,0.02%,8/18/14,6.143,-0.07%,9/3/14,1.0698,-0.77%,7/16/15,0.9195,0.68%
8/14/14,60.765,-0.54%,8/15/14,6.1472,-0.09%,9/2/14,1.0781,0.61%,7/15/15,0.9133,0.57%
8/13/14,61.095,0.02%,8/14/14,6.1525,-0.02%,9/1/14,1.0716,0.07%,7/14/15,0.9081,-0.08%
8/12/14,61.085,-0.15%,8/13/14,6.1536,-0.07%,8/29/14,1.0709,0.20%,7/13/15,0.9088,1.46%
8/11/14,61.175,0.05%,8/12/14,6.158,0.07%,8/28/14,1.0688,-0.21%,7/10/15,0.8957,-1.13%
8/8/14,61.145,-0.16%,8/11/14,6.1534,-0.05%,8/27/14,1.0711,-0.32%,7/9/15,0.9059,0.37%
8/7/14,61.245,-0.41%,8/8/14,6.1562,-0.10%,8/26/14,1.0745,-0.10%,7/8/15,0.9026,-0.61%
8/6/14,61.5,1.07%,8/7/14,6.1621,-0.01%,8/25/14,1.0756,0.19%,7/7/15,0.9081,0.41%
8/5/14,60.85,-0.16%,8/6/14,6.163,-0.12%,8/22/14,1.0736,-0.14%,7/6/15,0.9044,0.51%
8/4/14,60.945,-0.44%,8/5/14,6.1707,-0.13%,8/21/14,1.0751,-0.16%,7/3/15,0.8998,-0.27%
8/1/14,61.215,1.09%,8/4/14,6.1785,-0.02%,8/20/14,1.0768,0.16%,7/2/15,0.9022,-0.28%
7/31/14,60.555,0.82%,8/1/14,6.1798,0.09%,8/19/14,1.0751,0.20%,7/1/15,0.9047,0.76%
7/30/14,60.065,-0.11%,7/31/14,6.174,0.04%,8/18/14,1.073,0.02%,6/30/15,0.8979,0.89%
7/29/14,60.13,0.07%,7/30/14,6.1715,-0.15%,8/15/14,1.0728,-0.02%,6/29/15,0.89,-0.63%
7/28/14,60.09,0.05%,7/29/14,6.1805,-0.11%,8/14/14,1.073,-0.16%,6/26/15,0.8956,0.35%
7/25/14,60.06,-0.11%,7/28/14,6.1875,-0.07%,8/13/14,1.0747,-0.39%,6/25/15,0.8925,0.01%
7/24/14,60.125,0.17%,7/25/14,6.1917,-0.05%,8/12/14,1.0789,-0.06%,6/24/15,0.8924,-0.31%
7/23/14,60.02,-0.14%,7/24/14,6.1947,-0.07%,8/11/14,1.0795,0.17%,6/23/15,0.8952,1.52%
7/22/14,60.105,-0.23%,7/23/14,6.1988,-0.07%,8/8/14,1.0777,-0.09%,6/22/15,0.8818,0.11%
7/21/14,60.245,-0.07%,7/22/14,6.203,-0.10%,8/7/14,1.0787,0.91%,6/19/15,0.8808,0.07%
7/18/14,60.285,0.17%,7/21/14,6.2093,0.02%,8/6/14,1.069,-0.54%,6/18/15,0.8802,-0.22%
7/17/14,60.185,0.10%,7/18/14,6.208,0.07%,8/5/14,1.0748,0.32%,6/17/15,0.8821,-0.79%
7/16/14,60.125,0.00%,7/17/14,6.2038,0.00%,8/4/14,1.0714,-0.24%,6/16/15,0.8891,0.33%
7/15/14,60.125,0.00%,7/16/14,6.204,-0.06%,8/1/14,1.074,-0.15%,6/15/15,0.8862,-0.12%
7/14/14,60.125,0.05%,7/15/14,6.208,0.03%,7/31/14,1.0756,0.36%,6/12/15,0.8873,-0.10%
7/11/14,60.095,-0.17%,7/14/14,6.206,0.04%,7/30/14,1.0717,0.56%,6/11/15,0.8882,0.60%
7/10/14,60.195,0.72%,7/11/14,6.2035,0.01%,7/29/14,1.0657,0.24%,6/10/15,0.8829,-0.37%
7/9/14,59.765,0.02%,7/10/14,6.2028,0.05%,7/28/14,1.0631,-0.12%,6/9/15,0.8862,0.06%
7/8/14,59.755,-0.33%,7/9/14,6.1999,-0.03%,7/25/14,1.0644,0.25%,6/8/15,0.8857,-1.58%
7/7/14,59.955,0.39%,7/8/14,6.2015,-0.04%,7/24/14,1.0617,0.40%,6/5/15,0.8999,1.14%
7/4/14,59.725,-0.03%,7/7/14,6.2038,0.00%,7/23/14,1.0575,-0.68%,6/4/15,0.8898,0.30%
7/3/14,59.74,0.08%,7/4/14,6.2041,-0.13%,7/22/14,1.0647,-0.21%,6/3/15,0.8871,-1.05%
7/2/14,59.692,-0.61%,7/3/14,6.212,0.02%,7/21/14,1.0669,0.19%,6/2/15,0.8965,-2.03%
7/1/14,60.06,0.00%,7/2/14,6.2106,0.17%,7/18/14,1.0649,-0.40%,6/1/15,0.9151,0.55%
6/30/14,60.06,0.02%,7/1/14,6.2,-0.06%,7/17/14,1.0692,0.16%,5/29/15,0.9101,-0.35%
6/27/14,60.045,-0.27%,6/30/14,6.2038,-0.24%,7/16/14,1.0675,0.03%,5/28/15,0.9133,-0.40%
6/26/14,60.21,0.21%,6/27/14,6.2185,-0.09%,7/15/14,1.0672,0.26%,5/27/15,0.917,-0.28%
6/25/14,60.085,-0.12%,6/26/14,6.224,-0.17%,7/14/14,1.0644,-0.03%,5/26/15,0.9196,0.96%
6/24/14,60.16,0.00%,6/25/14,6.2344,0.05%,7/11/14,1.0647,0.03%,5/25/15,0.9109,0.35%
6/23/14,60.16,-0.02%,6/24/14,6.2311,0.09%,7/10/14,1.0644,0.20%,5/22/15,0.9077,0.87%
6/20/14,60.175,0.13%,6/23/14,6.2255,0.02%,7/9/14,1.0623,-0.14%,5/21/15,0.8999,-0.17%
6/19/14,60.095,-0.34%,6/20/14,6.2245,-0.07%,7/8/14,1.0638,-0.29%,5/20/15,0.9014,0.50%
6/18/14,60.3,-0.05%,6/19/14,6.2291,-0.04%,7/7/14,1.0669,-0.09%,5/19/15,0.8969,1.48%
6/17/14,60.33,0.24%,6/18/14,6.2314,0.07%,7/4/14,1.0679,-0.19%,5/18/15,0.8838,1.21%
6/16/14,60.185,0.80%,6/17/14,6.2268,0.00%,7/3/14,1.0699,1.04%,5/15/15,0.8732,-0.37%
6/13/14,59.71,0.70%,6/16/14,6.227,0.28%,7/2/14,1.0589,0.58%,5/14/15,0.8764,-0.47%
6/12/14,59.295,-0.08%,6/13/14,6.2095,-0.14%,7/1/14,1.0528,-0.70%,5/13/15,0.8805,-1.26%
6/11/14,59.34,0.21%,6/12/14,6.2185,-0.15%,6/30/14,1.0602,-0.09%,5/12/15,0.8917,-0.52%
6/10/14,59.215,0.02%,6/11/14,6.2281,0.06%,6/27/14,1.0612,-0.10%,5/11/15,0.8964,0.44%
6/9/14,59.205,0.05%,6/10/14,6.2245,-0.25%,6/26/14,1.0623,-0.06%,5/8/15,0.8925,0.55%
6/6/14,59.175,-0.14%,6/9/14,6.2403,-0.16%,6/25/14,1.0629,-0.43%,5/7/15,0.8876,0.77%
6/5/14,59.26,-0.03%,6/6/14,6.2505,-0.10%,6/24/14,1.0675,0.57%,5/6/15,0.8808,-1.48%
6/4/14,59.28,-0.10%,6/5/14,6.2568,0.10%,6/23/14,1.0614,-0.35%,5/5/15,0.894,-0.36%
6/3/14,59.34,0.31%,6/4/14,6.2504,-0.07%,6/20/14,1.0651,0.10%,5/4/15,0.8972,0.50%
6/2/14,59.155,-0.07%,6/3/14,6.2546,0.11%,6/19/14,1.064,0.09%,5/1/15,0.8927,0.20%
5/30/14,59.195,0.47%,6/2/14,6.2479,0.00%,6/18/14,1.063,-0.76%,4/30/15,0.8909,-0.82%
5/29/14,58.92,-0.04%,5/30/14,6.2479,0.16%,6/17/14,1.0711,0.69%,4/29/15,0.8983,-1.35%
5/28/14,58.945,-0.17%,5/29/14,6.238,-0.26%,6/16/14,1.0638,0.02%,4/28/15,0.9106,-0.85%
5/27/14,59.045,0.56%,5/28/14,6.254,0.08%,6/13/14,1.0636,0.26%,4/27/15,0.9184,-0.13%
5/26/14,58.715,0.32%,5/27/14,6.2491,0.16%,6/12/14,1.0608,-0.45%,4/24/15,0.9196,-0.44%
5/23/14,58.525,0.41%,5/26/14,6.2394,0.05%,6/11/14,1.0656,-0.12%,4/23/15,0.9237,-0.92%
5/22/14,58.285,-0.70%,5/23/14,6.2365,0.02%,6/10/14,1.0669,-0.18%,4/22/15,0.9323,0.09%
5/21/14,58.695,0.18%,5/22/14,6.235,0.02%,6/9/14,1.0688,-0.25%,4/21/15,0.9315,0.04%
5/20/14,58.59,0.37%,5/21/14,6.2338,-0.07%,6/6/14,1.0715,0.08%,4/20/15,0.9311,0.62%
5/19/14,58.375,-0.36%,5/20/14,6.2381,0.01%,6/5/14,1.0706,-0.69%,4/17/15,0.9254,-0.42%
5/16/14,58.585,-1.48%,5/19/14,6.2374,0.06%,6/4/14,1.078,-0.14%,4/16/15,0.9293,-0.69%
5/15/14,59.465,-0.03%,5/16/14,6.2334,0.04%,6/3/14,1.0795,-0.18%,4/15/15,0.9358,-0.30%
5/14/14,59.485,0.03%,5/15/14,6.2307,0.03%,6/2/14,1.0814,0.68%,4/14/15,0.9386,-0.81%
5/13/14,59.465,-0.98%,5/14/14,6.2289,0.00%,5/30/14,1.0741,-0.02%,4/13/15,0.9463,0.35%
5/12/14,60.055,0.15%,5/13/14,6.2291,-0.14%,5/29/14,1.0743,-0.78%,4/10/15,0.943,0.51%
5/9/14,59.965,0.11%,5/12/14,6.2376,0.16%,5/28/14,1.0827,0.25%,4/9/15,0.9382,1.14%
5/8/14,59.9,-0.21%,5/9/14,6.2276,-0.01%,5/27/14,1.08,-0.25%,4/8/15,0.9276,0.32%
5/7/14,60.025,0.07%,5/8/14,6.228,-0.10%,5/26/14,1.0827,-0.06%,4/7/15,0.9246,1.01%
5/6/14,59.985,-0.42%,5/7/14,6.2344,0.14%,5/23/14,1.0833,-0.09%,4/6/15,0.9154,0.49%
5/5/14,60.24,0.09%,5/6/14,6.2257,-0.32%,5/22/14,1.0843,0.31%,4/3/15,0.9109,-0.86%
5/2/14,60.185,-0.14%,5/5/14,6.2455,-0.22%,5/21/14,1.0809,-0.08%,4/2/15,0.9188,-1.10%
5/1/14,60.27,-0.12%,5/2/14,6.2593,0.00%,5/20/14,1.0818,0.90%,4/1/15,0.929,-0.31%
4/30/14,60.345,-0.13%,5/1/14,6.2593,0.00%,5/19/14,1.0721,0.38%,3/31/15,0.9319,0.95%
4/29/14,60.425,-0.37%,4/30/14,6.2593,0.02%,5/16/14,1.068,-0.07%,3/30/15,0.9231,0.51%
4/28/14,60.65,0.01%,4/29/14,6.258,0.08%,5/15/14,1.0688,0.23%,3/27/15,0.9184,-0.04%
4/25/14,60.645,-0.76%,4/28/14,6.253,-0.01%,5/14/14,1.0663,-0.18%,3/26/15,0.9188,0.81%
4/24/14,61.11,0.02%,4/25/14,6.2537,0.08%,5/13/14,1.0682,-0.01%,3/25/15,0.9114,-0.42%
4/23/14,61.095,0.54%,4/24/14,6.2489,0.18%,5/12/14,1.0683,0.03%,3/24/15,0.9152,0.19%
4/22/14,60.765,0.28%,4/23/14,6.2377,0.00%,5/9/14,1.068,0.10%,3/23/15,0.9135,-1.15%
4/21/14,60.595,0.50%,4/22/14,6.2376,0.16%,5/8/14,1.0669,-0.49%,3/20/15,0.9241,-1.49%
4/18/14,60.295,0.00%,4/21/14,6.2274,0.05%,5/7/14,1.0722,0.25%,3/19/15,0.9381,1.93%
4/17/14,60.295,-0.13%,4/18/14,6.2242,0.08%,5/6/14,1.0695,-0.82%,3/18/15,0.9203,-2.46%
4/16/14,60.375,0.23%,4/17/14,6.219,-0.04%,5/5/14,1.0783,0.03%,3/17/15,0.9435,-0.29%
4/15/14,60.235,-0.03%,4/16/14,6.2214,-0.01%,5/2/14,1.078,-0.01%,3/16/15,0.9462,-0.69%
4/14/14,60.255,0.12%,4/15/14,6.222,0.05%,5/1/14,1.0781,0.14%,3/13/15,0.9528,1.33%
4/11/14,60.18,0.17%,4/14/14,6.2191,0.13%,4/30/14,1.0766,-0.21%,3/12/15,0.9403,-0.83%
4/10/14,60.075,-0.12%,4/11/14,6.2113,-0.02%,4/29/14,1.0789,-0.12%,3/11/15,0.9482,1.44%
4/9/14,60.145,0.09%,4/10/14,6.2126,0.20%,4/28/14,1.0802,0.19%,3/10/15,0.9347,1.44%
4/8/14,60.09,-0.04%,4/9/14,6.2005,0.06%,4/25/14,1.0781,-0.12%,3/9/15,0.9214,-0.09%
4/7/14,60.115,0.05%,4/8/14,6.1968,-0.25%,4/24/14,1.0794,0.30%,3/6/15,0.9222,1.72%
4/4/14,60.085,-0.14%,4/7/14,6.2123,0.00%,4/23/14,1.0762,0.82%,3/5/15,0.9066,0.44%
4/3/14,60.17,0.44%,4/4/14,6.2123,0.03%,4/22/14,1.0674,-0.43%,3/4/15,0.9026,0.88%
4/2/14,59.905,-0.18%,4/3/14,6.2107,0.08%,4/21/14,1.072,0.04%,3/3/15,0.8947,0.07%
4/1/14,60.015,0.00%,4/2/14,6.2057,-0.02%,4/18/14,1.0716,-0.05%,3/2/15,0.8941,0.10%
3/31/14,60.015,0.21%,4/1/14,6.2069,-0.17%,4/17/14,1.0721,0.47%,2/27/15,0.8932,0.01%
3/28/14,59.89,-0.59%,3/31/14,6.2172,0.08%,4/16/14,1.0671,-0.11%,2/26/15,0.8931,1.48%
3/27/14,60.245,0.17%,3/28/14,6.2122,-0.01%,4/15/14,1.0683,0.67%,2/25/15,0.8801,-0.19%
3/26/14,60.145,-0.56%,3/27/14,6.2128,0.05%,4/14/14,1.0612,-0.28%,2/24/15,0.8818,-0.07%
3/25/14,60.485,-0.49%,3/26/14,6.2094,0.12%,4/11/14,1.0642,0.18%,2/23/15,0.8824,0.42%
3/24/14,60.78,-0.20%,3/25/14,6.2017,0.09%,4/10/14,1.0623,-0.23%,2/20/15,0.8787,-0.13%
3/21/14,60.9,-0.72%,3/24/14,6.1959,-0.47%,4/9/14,1.0648,-0.31%,2/19/15,0.8798,0.27%
3/20/14,61.34,0.60%,3/21/14,6.225,-0.04%,4/8/14,1.0681,-0.98%,2/18/15,0.8774,0.14%
3/19/14,60.975,-0.23%,3/20/14,6.2275,0.52%,4/7/14,1.0787,0.23%,2/17/15,0.8762,-0.51%
3/18/14,61.115,0.04%,3/19/14,6.1954,0.05%,4/4/14,1.0762,-0.66%,2/16/15,0.8807,0.27%
3/17/14,61.09,-0.19%,3/18/14,6.1921,0.22%,4/3/14,1.0833,0.19%,2/13/15,0.8783,0.15%
3/14/14,61.205,0.05%,3/17/14,6.1782,0.46%,4/2/14,1.0812,-0.04%,2/12/15,0.877,-0.60%
3/13/14,61.175,-0.07%,3/14/14,6.1502,0.23%,4/1/14,1.0816,0.20%,2/11/15,0.8823,-0.11%
3/12/14,61.22,0.45%,3/13/14,6.1362,-0.14%,3/31/14,1.0794,-0.17%,2/10/15,0.8833,0.02%
3/11/14,60.945,0.16%,3/12/14,6.145,0.08%,3/28/14,1.0812,0.13%,2/9/15,0.8831,-0.07%
3/10/14,60.845,-0.39%,3/11/14,6.1402,0.03%,3/27/14,1.0798,-0.42%,2/6/15,0.8837,1.41%
3/7/14,61.085,-0.05%,3/10/14,6.1386,0.21%,3/26/14,1.0844,-0.61%,2/5/15,0.8714,-1.12%
3/6/14,61.115,-1.04%,3/7/14,6.126,0.12%,3/25/14,1.0911,-0.35%,2/4/15,0.8813,1.18%
3/5/14,61.755,-0.24%,3/6/14,6.1185,-0.16%,3/24/14,1.0949,-0.56%,2/3/15,0.871,-1.21%
3/4/14,61.905,-0.23%,3/5/14,6.1282,-0.25%,3/21/14,1.1011,-0.47%,2/2/15,0.8817,-0.47%
3/3/14,62.045,0.40%,3/4/14,6.1435,-0.05%,3/20/14,1.1063,0.04%,1/30/15,0.8859,0.28%
2/28/14,61.795,-0.32%,3/3/14,6.1463,0.02%,3/19/14,1.1059,0.95%,1/29/15,0.8834,-0.28%
2/27/14,61.995,0.02%,2/28/14,6.145,0.27%,3/18/14,1.0955,-0.46%,1/28/15,0.8859,0.83%
2/26/14,61.985,0.00%,2/27/14,6.1284,0.06%,3/17/14,1.1006,-0.63%,1/27/15,0.8786,-1.26%
2/25/14,61.985,-0.14%,2/26/14,6.1248,0.00%,3/14/14,1.1076,0.05%,1/26/15,0.8898,-0.27%
2/24/14,62.075,-0.10%,2/25/14,6.1245,0.43%,3/13/14,1.1071,-0.49%,1/23/15,0.8922,1.41%
2/21/14,62.14,-0.16%,2/24/14,6.0984,0.11%,3/12/14,1.1126,-0.12%,1/22/15,0.8798,2.15%
2/20/14,62.24,0.00%,2/21/14,6.0915,0.13%,3/11/14,1.1139,0.48%,1/21/15,0.8613,-0.52%
2/19/14,62.24,0.10%,2/20/14,6.0835,0.12%,3/10/14,1.1086,0.58%,1/20/15,0.8658,0.48%
2/18/14,62.18,0.54%,2/19/14,6.0764,0.15%,3/7/14,1.1022,0.19%,1/19/15,0.8617,-0.30%
2/17/14,61.845,-0.02%,2/18/14,6.0673,0.05%,3/6/14,1.1001,-1.14%,1/16/15,0.8643,0.52%
2/14/14,61.855,-0.91%,2/17/14,6.064,-0.05%,3/5/14,1.1128,-0.40%,1/15/15,0.8598,1.37%
2/13/14,62.425,0.53%,2/14/14,6.0669,0.05%,3/4/14,1.1173,-0.14%,1/14/15,0.8482,-0.15%
2/12/14,62.095,-0.21%,2/13/14,6.0636,0.02%,3/3/14,1.1189,-0.10%,1/13/15,0.8495,0.52%
2/11/14,62.225,-0.37%,2/12/14,6.0624,0.03%,2/28/14,1.12,0.40%,1/12/15,0.8451,0.07%
2/10/14,62.455,0.24%,2/11/14,6.0606,0.02%,2/27/14,1.1155,0.04%,1/9/15,0.8445,-0.41%
2/7/14,62.305,-0.12%,2/10/14,6.0594,-0.07%,2/26/14,1.1151,0.59%,1/8/15,0.848,0.39%
2/6/14,62.38,-0.35%,2/7/14,6.0634,0.04%,2/25/14,1.1086,0.19%,1/7/15,0.8447,0.43%
2/5/14,62.6,0.11%,2/6/14,6.061,0.00%,2/24/14,1.1065,-0.67%,1/6/15,0.8411,0.37%
2/4/14,62.53,-0.06%,2/5/14,6.061,0.00%,2/21/14,1.114,0.33%,1/5/15,0.838,0.58%
2/3/14,62.565,-0.19%,2/4/14,6.061,0.00%,2/20/14,1.1103,-0.08%,1/2/15,0.8332,0.86%
1/31/14,62.685,0.19%,2/3/14,6.061,0.00%,2/19/14,1.1112,0.32%,1/1/15,0.8261,-0.06%
1/30/14,62.565,0.14%,1/31/14,6.061,0.00%,2/18/14,1.1077,0.05%,12/31/14,0.8266,0.50%
1/29/14,62.475,-0.16%,1/30/14,6.061,0.09%,2/17/14,1.1071,0.00%,12/30/14,0.8225,-0.05%
1/28/14,62.575,-0.84%,1/29/14,6.0556,0.08%,2/14/14,1.1071,-0.59%,12/29/14,0.8229,0.19%
1/27/14,63.105,0.65%,1/28/14,6.0509,0.05%,2/13/14,1.1137,0.52%,12/26/14,0.8213,0.38%
1/24/14,62.695,1.23%,1/27/14,6.048,-0.01%,2/12/14,1.1079,0.13%,12/25/14,0.8182,-0.22%
1/23/14,61.933,0.18%,1/24/14,6.0488,-0.05%,2/11/14,1.1065,-0.98%,12/24/14,0.82,-0.18%
1/22/14,61.82,-0.11%,1/23/14,6.0518,0.01%,2/10/14,1.1175,0.11%,12/23/14,0.8215,0.48%
1/21/14,61.885,0.42%,1/22/14,6.0513,0.01%,2/7/14,1.1163,-0.02%,12/22/14,0.8176,-0.01%
1/20/14,61.625,0.13%,1/21/14,6.0505,-0.04%,2/6/14,1.1165,-0.53%,12/19/14,0.8177,0.47%
1/17/14,61.545,0.01%,1/20/14,6.0527,0.04%,2/5/14,1.1224,0.20%,12/18/14,0.8139,0.46%
1/16/14,61.54,-0.06%,1/17/14,6.0503,-0.09%,2/4/14,1.1202,-1.95%,12/17/14,0.8102,1.36%
1/15/14,61.58,0.15%,1/16/14,6.0557,0.16%,2/3/14,1.1425,0.04%,12/16/14,0.7993,-0.58%
1/14/14,61.49,-0.06%,1/15/14,6.046,0.08%,1/31/14,1.1421,0.45%,12/15/14,0.804,0.20%
1/13/14,61.525,-0.62%,1/14/14,6.0412,-0.03%,1/30/14,1.137,-0.62%,12/12/14,0.8024,-0.41%
1/10/14,61.907,-0.30%,1/13/14,6.0433,-0.15%,1/29/14,1.1441,0.44%,12/11/14,0.8057,0.29%
1/9/14,62.095,-0.11%,1/10/14,6.0521,-0.05%,1/28/14,1.1391,-0.45%,12/10/14,0.8034,-0.58%
1/8/14,62.165,-0.22%,1/9/14,6.055,0.06%,1/27/14,1.1443,-0.63%,12/9/14,0.8081,-0.47%
1/7/14,62.305,-0.02%,1/8/14,6.0512,0.00%,1/24/14,1.1516,0.97%,12/8/14,0.8119,-0.25%
1/6/14,62.315,0.20%,1/7/14,6.0512,-0.02%,1/23/14,1.1405,0.95%,12/5/14,0.8139,0.76%
1/3/14,62.19,-0.13%,1/6/14,6.0526,0.02%,1/22/14,1.1298,-0.52%,12/4/14,0.8078,-0.55%
1/2/14,62.27,0.58%,1/3/14,6.0515,0.01%,1/21/14,1.1357,0.07%,12/3/14,0.8123,0.59%
1/1/14,61.91,0.16%,1/2/14,6.0507,-0.05%,1/20/14,1.1349,-0.32%,12/2/14,0.8075,0.70%
12/31/13,61.81,-0.18%,1/1/14,6.054,0.00%,1/17/14,1.1386,0.44%,12/1/14,0.8019,-0.15%
12/30/13,61.92,-0.03%,12/31/13,6.054,-0.13%,1/16/14,1.1336,1.05%,11/28/14,0.8031,0.11%
12/27/13,61.94,-0.37%,12/30/13,6.0617,-0.11%,1/15/14,1.1218,0.58%,11/27/14,0.8022,0.33%
12/26/13,62.17,0.60%,12/27/13,6.0686,-0.10%,1/14/14,1.1153,0.97%,11/26/14,0.7996,-0.25%
12/25/13,61.8,0.07%,12/26/13,6.0747,0.05%,1/13/14,1.1046,-0.63%,11/25/14,0.8016,-0.26%
12/24/13,61.755,-0.34%,12/25/13,6.0715,0.00%,1/10/14,1.1116,-1.10%,11/24/14,0.8037,-0.42%
12/23/13,61.963,-0.06%,12/24/13,6.0715,0.02%,1/9/14,1.124,0.06%,11/21/14,0.8071,1.20%
12/20/13,62,-0.24%,12/23/13,6.0702,-0.02%,1/8/14,1.1233,0.29%,11/20/14,0.7975,0.13%
12/19/13,62.15,0.08%,12/20/13,6.0714,0.00%,1/7/14,1.1201,0.44%,11/19/14,0.7965,-0.14%
12/18/13,62.1,0.13%,12/19/13,6.0713,-0.01%,1/6/14,1.1152,-0.22%,11/18/14,0.7976,-0.70%
12/17/13,62.02,0.45%,12/18/13,6.0718,0.01%,1/3/14,1.1177,-0.41%,11/17/14,0.8032,0.59%
12/16/13,61.74,-0.73%,12/17/13,6.0711,-0.01%,1/2/14,1.1223,-0.29%,11/14/14,0.7985,-0.37%
12/13/13,62.195,0.61%,12/16/13,6.0715,0.00%,1/1/14,1.1256,0.37%,11/13/14,0.8015,-0.30%
12/12/13,61.82,0.92%,12/13/13,6.0713,0.00%,12/31/13,1.1214,-0.15%,11/12/14,0.8039,0.29%
12/11/13,61.255,0.34%,12/12/13,6.0715,0.00%,12/30/13,1.1231,-0.39%,11/11/14,0.8016,-0.43%
12/10/13,61.05,-0.15%,12/11/13,6.0717,0.01%,12/27/13,1.1275,0.29%,11/10/14,0.8051,0.26%
12/9/13,61.14,-0.48%,12/10/13,6.071,-0.02%,12/26/13,1.1242,0.24%,11/7/14,0.803,-0.63%
12/6/13,61.435,-0.53%,12/9/13,6.0723,-0.15%,12/25/13,1.1215,0.04%,11/6/14,0.8081,0.90%
12/5/13,61.763,-0.48%,12/6/13,6.0817,-0.16%,12/24/13,1.121,0.17%,11/5/14,0.8009,0.48%
12/4/13,62.06,-0.50%,12/5/13,6.0913,0.00%,12/23/13,1.1191,-0.16%,11/4/14,0.7971,-0.51%
12/3/13,62.37,0.07%,12/4/13,6.0916,-0.01%,12/20/13,1.1209,-0.60%,11/3/14,0.8012,0.35%
12/2/13,62.325,-0.12%,12/3/13,6.0924,-0.01%,12/19/13,1.1277,-0.08%,10/31/14,0.7984,0.69%
11/29/13,62.399,0.19%,12/2/13,6.093,0.00%,12/18/13,1.1286,0.41%,10/30/14,0.7929,0.16%
11/28/13,62.282,0.21%,11/29/13,6.0932,0.01%,12/17/13,1.124,0.57%,10/29/14,0.7916,0.80%
11/27/13,62.15,-0.58%,11/28/13,6.0924,0.00%,12/16/13,1.1176,0.17%,10/28/14,0.7853,-0.28%
11/26/13,62.51,0.00%,11/27/13,6.0924,0.00%,12/13/13,1.1157,-0.28%,10/27/14,0.7875,-0.23%
11/25/13,62.51,-0.36%,11/26/13,6.0927,0.00%,12/12/13,1.1188,1.25%,10/24/14,0.7893,-0.19%
11/22/13,62.733,-0.33%,11/25/13,6.0926,-0.02%,12/11/13,1.105,1.12%,10/23/14,0.7908,0.04%
11/21/13,62.94,0.58%,11/22/13,6.0937,0.01%,12/10/13,1.0928,-0.42%,10/22/14,0.7905,0.52%
11/20/13,62.58,0.34%,11/21/13,6.0929,0.00%,12/9/13,1.0974,-0.11%,10/21/14,0.7864,0.65%
11/19/13,62.37,-0.08%,11/20/13,6.0928,0.00%,12/6/13,1.0986,-0.44%,10/20/14,0.7813,-0.28%
11/18/13,62.42,-0.89%,11/19/13,6.093,0.01%,12/5/13,1.1034,-0.36%,10/17/14,0.7835,0.36%
11/15/13,62.98,-0.22%,11/18/13,6.0921,0.00%,12/4/13,1.1074,1.18%,10/16/14,0.7807,0.22%
11/14/13,63.12,-0.30%,11/15/13,6.0922,0.00%,12/3/13,1.0945,-0.35%,10/15/14,0.779,-1.39%
11/13/13,63.31,-0.64%,11/14/13,6.0922,-0.01%,12/2/13,1.0983,0.07%,10/14/14,0.79,0.74%
11/12/13,63.72,0.75%,11/13/13,6.0929,0.01%,11/29/13,1.0975,-0.12%,10/13/14,0.7842,-0.97%
11/11/13,63.245,1.22%,11/12/13,6.092,0.01%,11/28/13,1.0988,-0.24%,10/10/14,0.7919,0.49%
11/8/13,62.48,0.10%,11/11/13,6.0914,0.01%,11/27/13,1.1014,0.54%,10/9/14,0.788,0.34%
11/7/13,62.42,0.03%,11/8/13,6.0906,0.00%,11/26/13,1.0955,0.36%,10/8/14,0.7853,-0.51%
11/6/13,62.4,1.24%,11/7/13,6.0908,-0.03%,11/25/13,1.0916,0.11%,10/7/14,0.7893,-0.13%
11/5/13,61.635,-0.19%,11/6/13,6.0927,-0.07%,11/22/13,1.0904,0.69%,10/6/14,0.7903,-1.08%
11/4/13,61.75,0.00%,11/5/13,6.0968,-0.04%,11/21/13,1.0829,1.08%,10/3/14,0.7989,1.22%
11/1/13,61.75,0.20%,11/4/13,6.099,-0.01%,11/20/13,1.0713,1.07%,10/2/14,0.7893,-0.37%
10/31/13,61.624,0.59%,11/1/13,6.0995,0.08%,11/19/13,1.06,-0.61%,10/1/14,0.7922,0.08%
10/30/13,61.26,-0.28%,10/31/13,6.0945,0.01%,11/18/13,1.0665,-0.07%,9/30/14,0.7916,0.42%
10/29/13,61.43,-0.02%,10/30/13,6.0938,0.06%,11/15/13,1.0672,-0.56%,9/29/14,0.7883,-0.01%
10/28/13,61.445,-0.03%,10/29/13,6.0902,0.08%,11/14/13,1.0732,0.46%,9/26/14,0.7884,0.52%
10/25/13,61.465,-0.01%,10/28/13,6.0855,0.02%,11/13/13,1.0683,-0.63%,9/25/14,0.7843,0.24%
10/24/13,61.47,-0.26%,10/25/13,6.084,0.03%,11/12/13,1.0751,0.62%,9/24/14,0.7824,0.51%
10/23/13,61.63,-0.04%,10/24/13,6.082,-0.02%,11/11/13,1.0685,0.28%,9/23/14,0.7784,0.03%
10/22/13,61.655,0.12%,10/23/13,6.0835,-0.15%,11/8/13,1.0655,0.75%,9/22/14,0.7782,-0.15%
10/21/13,61.58,0.56%,10/22/13,6.0927,0.00%,11/7/13,1.0576,0.74%,9/19/14,0.7794,0.71%
